"Name","X1_aq.mzML","X13_aq.mzML","X133_aq.mzML","X134_aq.mzML","X135_aq.mzML","X136_aq.mzML","X140_aq.mzML","X142_aq.mzML","X143_aq.mzML","X144_aq.mzML","X146_aq.mzML","X147_aq.mzML","X148_aq.mzML","X150_aq.mzML","X161_aq.mzML","X162_aq.mzML","X164_aq.mzML","X167_aq.mzML","X168_aq.mzML","X169_aq.mzML","X170_aq.mzML","X172_aq.mzML","X173_aq.mzML","X174_aq.mzML","X175_aq.mzML","X176_aq.mzML","X16_aq.mzML","X17_aq.mzML","X18_aq.mzML","X19_aq.mzML","X20_aq.mzML","X21_aq.mzML","X22_aq.mzML","X2_aq.mzML","X23_aq.mzML","X25_aq.mzML","X26_aq.mzML","X27_aq.mzML","X29_aq.mzML","X30_aq.mzML","X31_aq.mzML","X32_aq.mzML","X33_aq.mzML","X3_aq.mzML","X35_aq.mzML","X36_aq.mzML","X40_aq.mzML","X41_aq.mzML","X42_aq.mzML","X43_aq.mzML","X45_aq.mzML","X46_aq.mzML","X5_aq.mzML","X48_aq.mzML","X49_aq.mzML","X151_aq.mzML","X152_aq.mzML","X155_aq.mzML","X156_aq.mzML","X6_aq.mzML","X51_aq.mzML","X52_aq.mzML","X53_aq.mzML","X54_aq.mzML","X56_aq.mzML","X58_aq.mzML","X59_aq.mzML","X60_aq.mzML","X61_aq.mzML","X62_aq.mzML","X7_aq.mzML","X63_aq.mzML","X66_aq.mzML","X68_aq.mzML","X69_aq.mzML","X71_aq.mzML","X73_aq.mzML","X75_aq.mzML","X76_aq.mzML","X77_aq.mzML","X78_aq.mzML","X8_aq.mzML","X80_aq.mzML","X81_aq.mzML","X82_aq.mzML","X83_aq.mzML","X84_aq.mzML","X85_aq.mzML","X86_aq.mzML","X88_aq.mzML","X90_aq.mzML","X10_aq.mzML","X93_aq.mzML","X101_aq.mzML","X103_aq.mzML","X104_aq.mzML","X107_aq.mzML","X109_aq.mzML","X112_aq.mzML","X115_aq.mzML","X11_aq.mzML","X122_aq.mzML","X123_aq.mzML","X124_aq.mzML","X125_aq.mzML","X127_aq.mzML","X128_aq.mzML","X129_aq.mzML","X130_aq.mzML","X131_aq.mzML","X132_aq.mzML"
"Bifidobacterium pullorum",0.008,0.021,0,0,0,0,0,0,0,0.009,0,0,0.013,0,0,0.047,0.042,0.011,0.023,0,0.022,0,0,0.006,0.009,0,0.021,0,0,0,0.009,0,0.009,0,0,0,0,0,0.006,0.016,0,0,0,0,0,0,0,0,0,0,0.008,0.02,0,0,0,0,0,0,0.019,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.013,0,0,0.009
"Bifidobacterium bifidum",0.007,2.907,0,0.366,0.506,0.025,0.153,0,0,0.84,0,0,0.657,0.011,0,0.103,10.782,2.882,1.41,0,3.452,0.025,0.278,0.082,0.758,0.147,0.327,0,0,0.011,0.742,0.019,0.017,0.024,0,0.161,0.007,0,0.112,0.014,0.009,0.118,0,0,0,0.008,0.534,0.795,0,0,2.38,0.658,0.124,0,0,0,0.007,0,1.682,0,0,0.03,0.012,0.074,0,0.105,0,0,0.019,0,0,0,0.48,2.086,0.301,0.516,1.448,0.012,0.176,0.326,0.428,0,0.228,0.322,0.012,0.148,1.078,0.022,0.105,2.475,0,0,0.724,0,0.018,0.038,0.144,0.874,0.497,0.017,0.11,0.01,0.194,0.009,0.229,0.994,0,1.385,0.92,0.142,0.008
"Bifidobacterium boum",0.007,0.046,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.028,0,0.01,0.012,0,0,0,0.008,0,0,0,0.031,0,0,0,0.011,0,0,0.009,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.011,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
"Bifidobacterium minimum",0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.009,0,0,0.008,0,0,0,0,0,0,0.024,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0.007,0,0.014,0,0,0.009,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0.013,0,0,0,0,0,0,0
"Actinomyces sp. ICM47",0.025,0,0,0,0,0,0.012,0,0,0.014,0.01,0,0.009,0,0,0,0,0.009,0.017,0.01,0,0,0.009,0.023,0,0.009,0,0,0,0.014,0,0.015,0,0,0.011,0,0,0,0.007,0,0,0.011,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0.009,0,0,0.008,0,0,0,0.015,0,0,0,0.009,0,0.008,0,0,0.01,0.025,0,0.007,0,0.01,0,0,0.011,0,0.014,0,0.012,0.011,0.014,0.008,0,0,0.01,0,0,0.009,0,0.008,0,0,0,0
"Actinomyces sp. oral taxon 172",0.011,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0.013,0,0.011,0,0,0,0,0,0,0,0,0.024,0,0,0.011,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0.01,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.009,0,0,0,0,0,0.018,0.01,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces bouchesdurhonensis",0.027,0.025,0,0,0,0,0,0,0,0,0.019,0,0,0.01,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0.018,0,0,0,0.011,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0.033,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.052,0,0,0,0,0.008,0,0,0,0,0,0.013,0,0.01,0,0,0,0
"Schaalia odontolytica",0.013,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.011,0.009,0,0,0,0,0,0,0,0,0,0,0,0.021,0.01,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.008,0.011,0,0,0,0,0,0,0.011,0,0,0,0.009,0.016,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.009,0,0,0.012,0,0,0,0,0,0,0,0,0,0.016,0.01,0,0,0
"Saccharothrix sp. NRRL B-16314",0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.008,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured Collinsella sp.",2.034,2.53,0.659,0.137,0.245,1.01,0.207,0.602,0.335,1.101,0.714,0.016,3.067,0.675,1.114,5.075,0.222,4.25,2.855,1.058,0.223,0.056,2.315,0.194,1.223,0.197,1.803,3.308,1.092,1.207,5.015,1.383,2.951,1.424,1.304,0.642,3.246,0.743,0.278,3.475,1.491,0.731,1.436,0.183,0.466,1.309,1.498,1.001,1.304,0.172,0.202,1.545,0.985,0.702,0.845,2.724,4.874,0.857,3.577,0.282,0.492,1.543,0.165,0.689,0.213,0.469,0.115,0.804,2.191,1.163,2.247,1.898,1.043,3.48,2.816,0.997,1.866,1.248,2.155,5.696,0.716,1.493,0.322,0.427,0.482,0.076,0.074,0.098,0.134,1.487,0.97,2.091,0.342,0.015,1.487,0.042,0.657,0.367,0.796,0.042,0.893,1.511,0.624,0.904,0.924,0.524,1.094,2.291,1.198,0.743,0.169
"Collinsella aerofaciens",0.126,0.122,0.032,0,0.106,0.665,0.018,0.029,0.03,0.043,0.072,0,0.061,0.275,0.882,0.451,0,0.356,0.11,0.051,0,0,0.119,0,0.035,0,0.082,0.129,0.114,0.069,0.313,0.117,0.293,0.103,0.034,0.027,0.158,0.042,0.029,0.303,0.093,0.113,0.082,0,0.022,0.076,0.083,0.082,0.076,0,0,0.078,0.046,0.059,0.064,0.186,0.223,0.064,0.302,0.152,0.149,0.037,0,0.033,0,0,0.024,0.074,0.138,0.056,0.055,0.084,0.049,0.121,0.246,0.028,0.128,0.073,0.166,0.251,0.043,0.212,0.156,0.201,0.217,0,0,0,0,0.178,0.062,0.123,0.179,0,0.131,0,0.083,0.171,0.052,0,0.065,0.056,0.46,0.074,0.087,0.035,0.159,0.131,0.093,0.047,0
"Senegalimassilia anaerobia",0.126,0.201,0.037,0.092,0.042,0,0.073,0,0.031,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0.079,0.012,0.037,0.135,0,0.083,0.094,0.025,0.467,0.076,0.029,0.026,0.108,0.093,0.015,0.092,0.056,0,0.111,0,0.05,0.023,0.051,0,0.057,0,0,0.02,0.047,0.091,0.094,0.158,0.272,0.136,0.102,0.028,0,0.082,0,0,0.087,0,0,0.011,0,0.034,0.07,0.165,0.035,0.086,0,0,0.041,0,0,0,0,0,0,0.06,0.077,0,0.097,0,0,0,0.038,0.134,0,0,0,0,0.044,0.09,0,0,0.015,0.102,0,0,0,0.063,0,0.097,0.084,0.025,0
"uncultured Coriobacteriaceae bacterium",0.055,0.184,0.015,0.038,0.018,0.009,0.031,0.01,0.063,0.007,0,0,0.06,0,0.008,0.022,0,0.012,0.017,0.012,0.016,0.013,0.008,0,0.035,0,0.11,0.051,0.01,0.042,0.171,0.047,0.155,0.035,0.056,0.034,0.233,0.069,0.017,0.321,0.047,0.022,0.048,0,0.07,0.188,0.056,0.012,0.056,0.01,0.011,0.032,0.029,0.044,0.034,0.101,0.553,0.053,0.136,0.019,0.027,0.035,0.015,0.014,0.126,0,0,0.018,0,0.041,0.058,0.214,0.014,0.053,0.013,0.012,0.059,0.008,0.011,0.016,0.008,0.007,0,0.025,0.027,0.01,0.032,0,0.008,0.03,0.033,0.134,0.009,0,0.011,0,0.043,0.05,0.021,0,0.232,0.049,0,0,0,0.031,0,0.191,0.024,0.013,0
"Olsenella sp. GAM18",0.098,0.253,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0.641,0,0,0,0.064,0.029,0.056,0,0,0,0,0,0,0,0.055,0.193,0.072,0,0.016,0,0,0,0.101,0,0,0,0.078,0,0,0,0,0,0,0,0.066,0,0,0.043,0,0.027,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.083,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0.266,0,0.011,0
"Eggerthella sp. CAG:209",0.366,0.259,0.053,0,0,0,0,0,0.044,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0.106,0.008,0,0,0.108,0.144,0,0.211,0,0,0.315,0.033,0.206,0.052,0,0,0.191,0,0,0,0.151,0.204,0.081,0,0,0,0,0.094,0,0,0.059,0.194,0.01,0.228,0.336,0,0,0.105,0,0.032,0.276,0,0,0.014,0,0,0.126,0.167,0,0,0,0,0.104,0,0,0.713,0,0,0,0,0.147,0,0,0,0,0,0.024,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0.12,0,0,0
"uncultured Eggerthella sp.",0.073,0.085,0.015,0.013,0,0,0.027,0.007,0.015,0.024,0,0,0.041,0,0,0,0,0,0,0.008,0,0,0.016,0,0.027,0,0.032,0.03,0.029,0.04,0,0.056,0.156,0.06,0.073,0.017,0.05,0.015,0,0,0.05,0.055,0.01,0,0.035,0.042,0.018,0.029,0.031,0,0.011,0.021,0.046,0.017,0.013,0.058,0.095,0.062,0.087,0,0.015,0.021,0,0,0.059,0,0,0,0,0,0.028,0.042,0.012,0.051,0.014,0,0.029,0,0,0.156,0,0.302,0,0,0.032,0,0,0,0,0.033,0.009,0.078,0,0,0.22,0,0.036,0,0.007,0,0.009,0.245,0,0,0,0.031,0,0.031,0.007,0.013,0
"Eggerthella lenta",0.009,0,0,0,0.059,0.316,0.007,0,0,0.135,0.155,0,0.025,0.092,0.191,1.007,0,0.426,0.187,0.007,0.415,0.491,0.03,0,0.027,0.007,0,0.029,0.03,0,0.011,0,0.082,0.011,0,0,0,0,0,0.028,0,0.212,0,0.013,0,0,0,0.079,0,0.21,0.271,0,0,0.01,0.014,0,0,0,0.02,0,0,0.009,0.24,0,0.016,0,0,0,0.076,0.01,0,0,0,0.025,0.011,0.154,0.013,0.034,0.089,0.069,0.113,0.083,0.065,0,0,0.008,0.008,0.102,0.039,0.057,0,0,0.015,0,0.095,0,0.016,0.041,0.123,0,0,0.01,0,0,0.042,0.014,0.029,0,0.292,0,0
"Adlercreutzia equolifaciens",0.078,0.118,0.116,0.1,0.038,0,0.102,0.018,0,0.059,0,0,0.032,0,0,0,0,0,0,0.281,0,0,0.068,0,0,0,0.039,0.08,0.233,0.067,0,0.046,0.271,0.153,0.058,0.022,0,0.022,0.036,0.09,0.026,0,0.009,0.065,0.016,0,0.022,0.157,0,0,0,0.034,0.029,0.036,0,0,0.304,0.045,0.131,0.016,0.206,0.028,0,0,0.055,0,0,0,0,0,0,0,0.006,0.032,0.32,0.242,0.047,0.082,0.184,0.343,0,0.082,0.13,0.061,0,0,0.205,0,0.167,0,0.03,0.032,0.045,0,0.016,0,0.056,0.03,0.984,0.008,0.048,0.055,0,0,0,0.086,0,0.047,0.053,0,0
"Gordonibacter pamelaeae",0.012,0,0.039,0,0,0.027,0.053,0.02,0,0,0,0.023,0.054,0,0.022,0,0,0.008,0,0.054,0,0,0.022,0.019,0.042,0,0,0.032,0.072,0.01,0,0.012,0.284,0.044,0,0,0.008,0,0.016,0.046,0,0,0.022,0,0,0,0,0,0,0.022,0.014,0,0,0,0.01,0,0.008,0.049,0,0,0,0,0.011,0,0.011,0,0,0,0,0,0,0,0,0.052,0.172,0,0,0.05,0,0.028,0.009,0,0,0.041,0,0,0,0.018,0,0,0,0,0,0,0.043,0,0.02,0.026,0.087,0,0,0.05,0,0,0,0.011,0.009,0.013,0,0,0
"uncultured Tenericutes bacterium",0.019,0.015,0.486,0.043,0,0.01,0.019,0.699,0.401,0.014,0.025,0,0.011,0.01,0.009,0,0,0.037,0.025,0.011,0,0.015,0.016,0.012,0.009,0,0.01,0.011,0.044,0.011,0.029,0.026,0.131,0.007,0.007,0.024,0.012,0.009,0.267,0.024,0.174,2.676,0.009,0.007,0.074,1.551,0.058,0.008,0.192,0,0.008,0,0.006,0.314,0.009,0.131,0.159,0.01,0.058,0,0.579,0.016,0.008,0.017,0.007,0,0.009,0.016,0.011,0.015,0.01,0.08,0,0.147,0.077,0.017,0.013,0,0.024,0.024,0.014,0.011,0.01,0.011,0.025,0.017,0.017,0,0.014,0,0.011,0.042,0.008,0.016,0.007,0,0.013,0.011,0.01,0.022,0.157,0.252,0,0,0,0.026,0.007,0.022,0.025,0.016,0.009
"uncultured Mollicutes bacterium",0.011,0.011,0.019,0.015,0.017,0.011,0.018,0.018,0.032,0.007,0,0,0.015,0.009,0,0,0,0.007,0.015,0.02,0,0.01,0.012,0.008,0.007,0,0.015,0.014,0.012,0.017,0.026,0.026,0.01,0.01,0.027,0.059,0.016,0.009,0.118,0.077,0.02,0.044,0.03,0.008,0.007,0.056,0.033,0.006,0.026,0,0.015,0.023,0.029,0.014,0.01,0.041,0.013,0.019,0.011,0.012,0.023,0.014,0.011,0,0.013,0,0.01,0.009,0.006,0.006,0.028,0.089,0,0.085,0.074,0.015,0.028,0.012,0.008,0.007,0.006,0,0.006,0.014,0.008,0.015,0,0.006,0.008,0,0.081,0.012,0.009,0,0.015,0,0.019,0.007,0.011,0.009,0.046,0.016,0,0.008,0.006,0.011,0,0.028,0,0.044,0.01
"Phocaeicola vulgatus",0.671,0.08,0.732,2.14,18.482,9.877,0.8,4.898,0.188,12.936,26.292,0.211,1.551,5.456,24.211,5.659,0.026,1.641,1.231,5.355,0.025,9.339,4.215,0.116,4.706,0.749,0.42,0.177,0.857,1.281,0.089,5.539,0.559,3.044,3.354,0.512,0.641,7.463,0.297,0.944,1.025,0.248,1.251,2.338,0.33,0.065,2.136,8.866,0.791,7.938,0.729,0.824,2.2,3.308,0.868,1,0.027,2.394,0.584,0.211,1.59,8.685,0.063,0.341,4.754,1.489,0.051,0.032,4.641,4.391,0.225,0.13,0.461,0.726,0.642,0.345,0.129,17.034,2.504,0.385,1.05,9.268,16.371,5.485,8.03,6.798,5.214,7.678,4.031,10.027,1.548,1.218,4.849,1.547,0.014,20.144,0.444,8.996,0.548,21.812,0.88,1.838,0.073,2.127,0.845,3.434,4.255,0.712,0.866,1.622,5.786
"Phocaeicola dorei",0.082,0.066,0.312,0.297,2.612,0.933,0.57,2.25,0.035,1.208,2.332,2.579,1.06,0.783,1.694,1.673,0,0.792,0.077,2.449,0.008,4.96,3.151,0.076,0.414,0.129,3.685,0.071,0.238,0.143,0.088,0.434,0.652,6.113,0.21,1.277,0.081,0.68,0.279,0.075,1.067,0.822,0.655,1.884,0.198,0.17,0.211,3.083,0.169,5.649,1.073,0.08,0.708,0.357,0.182,0.347,0.019,0.247,0.191,1.268,3.012,0.771,0.015,0.04,5.202,0.618,0.04,0.025,0.647,0.432,0.047,0.018,0.044,1.589,0.071,6.055,0.338,1.222,0.247,0.441,16.16,6.132,1.512,2.191,0.964,8.118,0.616,0.974,5.551,0.804,0.479,0.544,1.663,0.151,0.013,3.508,0.438,1.339,7.804,1.718,0.398,0.154,0.025,31.107,15.117,0.948,5.226,0.402,9.943,0.158,0.676
"Phocaeicola coprocola",0.077,0,0.016,0.074,0.01,0.069,0.019,0.012,0,0.034,0.012,0.046,0.011,0,0.098,0.05,0,0.011,0.036,0.042,0,0.172,0.125,0,0.046,0,0,0.1,0.018,0,0,1.608,0.201,0.021,0.47,0,0.019,0.04,0,0,0,0.011,0.017,0.024,0,0,0,0.068,0.051,0.014,0.021,0,3.242,4.898,0.029,0,0,0.074,0,0,0.676,0,0,0,0.572,0,0,0,0.092,0.012,0,0,0,0,0,0.057,0.511,0,0.224,0.027,0.016,0.303,0.148,0.014,0.044,0.02,0.032,0.012,0,0.089,1.18,0.017,0.163,0,0,0.057,0.014,0,0.035,0.07,0.044,0.016,0,0.01,0.208,0,0.182,3.106,0.522,0.033,0.04
"Phocaeicola sartorii",0.024,0,0.025,0.054,0.446,0.318,0.031,0.115,0.011,0.404,0.492,0.051,0.074,0.145,0.49,0.177,0,0.066,0.029,0.19,0.008,0.324,0.2,0.01,0.146,0.031,0.084,0.007,0.022,0.044,0,0.117,0.034,0.144,0.067,0.03,0.016,0.197,0.013,0.026,0.048,0.028,0.035,0.13,0.014,0,0.063,0.236,0.03,0.339,0.038,0.021,0.06,0.096,0.026,0.024,0,0.053,0.016,0.021,0.076,0.178,0,0,0.193,0.045,0.006,0,0.152,0.105,0.009,0,0.014,0.048,0.017,0.091,0.01,0.396,0.068,0.014,0.293,0.277,0.351,0.154,0.205,0.292,0.118,0.289,0.221,0.167,0.05,0.047,0.131,0.039,0,0.797,0.052,0.257,0.178,0.522,0.023,0.05,0.031,0.413,0.215,0.116,0.187,0.026,0.202,0.037,0.219
"Phocaeicola massiliensis",0.021,0,0.186,0.531,0.096,0.105,0.11,0.341,0.04,0.856,3.108,0.605,0.045,0.186,1.491,1.93,0,0.073,0.434,0.108,0,1.237,0.11,0.011,3.541,0.501,0.509,0.087,0.019,0.282,0.018,0.375,0.239,0.606,0.116,0.215,0.028,1.427,0.021,0.088,0.424,0.193,0.353,0.02,0.028,0,0.096,3.012,0.029,0.297,0,0.03,0.261,1.053,0.265,0.241,0.029,1.072,0.017,1.061,0.678,0.061,0.023,0,1.55,0.139,0,0.141,2.335,0.179,0.081,0.04,0.234,0.018,0.145,0.016,0.144,0.191,0.296,0,0.128,2.857,0.67,0.27,1.591,0.053,0.772,0.106,0.057,0.128,0.32,0.127,5.241,0,0.053,0.549,0.188,0.125,0.027,0.152,0.021,0.028,0.035,0.04,0.13,0.124,3.705,0.24,0.185,1.104,0.077
"uncultured Bacteroides sp.",0.347,0.35,0.45,0.604,1.144,0.648,0.521,0.729,0.479,1.012,1.754,0.339,0.635,1.636,1.802,0.759,0,0.752,1.052,0.669,1.947,2.031,0.61,0.477,1.603,0.809,0.729,0.306,0.576,0.504,0.11,1.342,0.536,0.5,0.554,0.36,0.504,0.704,0.623,0.332,0.658,0.284,0.431,0.848,0.457,0.241,0.494,1.572,0.509,1.06,0.744,0.287,1.017,4.333,0.927,0.297,0.145,0.76,0.577,0.96,1.42,1.118,0.303,0.282,1.571,0.542,0.47,0.215,2.464,0.63,0.317,0.262,0.361,0.361,0.297,1.204,0.591,0.766,1.426,0.292,1.055,1.264,1.563,1.502,0.709,0.629,1.173,1.207,0.729,2.433,0.886,0.598,1.608,0.044,0.745,1.098,1.457,0.816,0.806,1.839,1.038,0.317,1.36,1.271,1.772,0.588,1.628,1.867,1.223,0.556,1.639
"Bacteroides faecis",0.103,0.021,0.013,0.019,0.069,0.235,0.037,0.014,0.045,0.05,0.074,0.016,0.008,0.035,0.325,0.012,0,0.052,0,0.031,0.14,0.277,0.032,0.1,0.036,0.011,0.014,0,0.029,0.009,0,0.572,0.024,0.037,0.147,0.009,0.141,1.524,0.017,0.02,0.221,0.043,0.14,0.059,0,0,0.176,0.007,0.013,0.08,0.02,0,0.02,0.022,0.025,0.016,0.02,0.022,0.015,0.078,0.056,0.029,0,0,1.129,0.03,0.632,0.008,0.029,2.06,0.069,0,0,0.037,0.008,0.028,0.014,0.021,0.016,0,0.083,0.065,3.678,1.254,0.033,0.089,0.031,0.239,0,0.072,0.01,0.014,4.643,0,0.012,0.101,0.077,0.016,0.076,0.24,0.028,0.05,0.906,0.67,0.142,0.017,0.085,0.119,0.059,0.01,0.881
"Bacteroides stercoris",0.031,0,0.296,0.51,0.011,4.419,0.012,0.046,0,5.583,0.023,2.777,0,0.03,0.075,1.613,0,0.011,0.24,0.037,0,3.434,3.66,0.074,0.082,0.059,0.387,0,0,0.009,0.055,0.012,0,0.756,0.106,0.235,0.135,0.017,0.079,0.6,0,0.031,0.088,0.036,0,0,0.039,0.033,0.012,5.816,0.016,0.013,0.069,0.018,0.045,0.098,0.014,0.46,0,0.013,0.349,0.02,0,0,0.876,1.279,0.106,0,0.021,0.76,0,0.021,0.19,0.238,0.022,0.008,0.011,0.007,0.056,0,0.017,11.579,0.053,0.066,0.85,1.853,2.149,0.019,0,0.01,0,0.011,0.029,0,0.029,0.013,0.863,0.726,0,0.044,0.262,0.109,0.009,0.015,0.072,0.051,0.098,0.242,5.639,0.211,0.025
"Bacteroides ovatus",0.038,0.033,0.058,0.099,1.734,0.635,0.229,0.079,0.047,1.298,2.412,1.09,0.34,3.048,3.353,0.456,0,0.405,0.03,0.952,6.224,1.382,0.374,0.997,4.321,0.778,0.22,0.086,0.094,0.106,0.055,0.049,0.669,0.157,0.254,0.106,0.029,0.463,0.032,0.18,0.326,0.12,0.032,2.254,0.07,0.059,0.182,3.451,0.026,0.474,1.62,0.038,0.307,0.221,0.078,0.175,0.012,0.111,1.068,0.184,0.017,2.119,0.013,0.092,0.429,1.056,0.042,0.031,0.99,1.463,0.033,0,0.049,0.859,0.034,0.795,0.095,0.176,0.564,0.016,1.346,0.475,1.092,5.001,0.758,0.032,0.706,9.741,0,1.105,0.349,0.457,0.58,0,1.48,0.011,1.128,0.485,2.733,4.062,0.16,0.249,2.434,3.124,5.065,0.493,0.214,0.053,2.149,0.015,2.634
"Bacteroides sp. OF02-3LB",0.01,0.014,0.055,0.033,0.585,6.168,0.103,0.029,0.017,0.398,0.695,0.158,0.09,0.916,0.699,0.137,0,0.152,0.011,0.277,2.005,0.397,0.12,3.185,0.519,0.124,0.072,0.019,0.189,0.047,0.012,0.075,0.229,0.108,0.061,0.03,0.013,0.141,0.011,0.052,0.061,0.034,0.014,0.72,0.025,0.019,0.043,0.306,0.015,0.521,0.405,0.011,0.072,0.132,0.022,0.044,0,0.031,0.299,0.01,0.017,0.571,0,0.029,0.183,0.326,0.182,0.009,0.249,0.423,0.013,0,0.017,0.078,0.011,1.26,0.036,0.192,0.114,0,0.402,0.151,0.54,0.732,0.174,0.492,0.078,4.01,0.033,1.876,0.112,0.198,0.178,0,0.711,0.017,0.106,0.158,0.74,8.741,0.052,0.091,0.668,0.985,1.004,0.169,0.192,0,0.95,0.009,0.785
"Bacteroides sp. OF04-15BH",0.007,0,0.092,0,0,0,0.038,0,0.082,0,0.013,0,0,0,0.008,0.009,0,0,0.019,0,0,0.012,0.027,0,0.018,0.008,0,0,0.018,0,0.012,0.021,0.01,0,0.065,0.038,0.033,0.012,0.009,0,0.028,0,0.069,0,0.094,0.015,0.026,0.01,0.009,0.011,0.01,0.065,0.085,0.011,0.025,0,0,0.012,0,0.049,0.01,0.007,0,0.025,0.016,0,0,0.14,0.01,0.048,0.04,0,0.145,0,0,0,0.101,0.01,0.011,0,0.011,0.007,0.008,0.014,0,0,0,0.014,0,0.021,0.085,0,0,0,0,0.006,0.009,0,0,0.011,0.008,0.037,0,0.024,0.02,0,0.007,0,0.013,0.019,0.021
"Bacteroides caccae",0.016,0.081,0.138,0.378,0.032,0.024,0.371,0.249,0.039,0.019,2.451,0.412,0.159,0.428,2.636,0.013,0,0.549,0.058,0.86,0.038,4.187,0.195,0.031,1.055,0.186,0.252,0,0.086,0.074,0.052,0.13,0.994,1.858,0.355,0.345,0.091,1.095,0.128,0.06,0.31,0.361,0.198,0.017,0,0.032,0.071,0.013,0.341,0.032,0.313,0.027,0.392,0.233,0,0.647,0.023,0.167,0.319,0.135,0.242,0.801,0,0,0.482,0,0.056,0,0.386,0.553,0.047,0,0.239,0.367,0.136,0.363,0.384,0.021,0.267,0.029,0.668,0.892,0.017,0.068,0.012,0,1.015,0.141,0,0.027,0.134,0.577,0.023,0,0.579,7.744,0.022,0.381,0.016,0.171,0.21,0.328,0.181,0.439,1.993,0.131,1.859,0.071,0.029,0.038,0.014
"Bacteroides uniformis",0.013,0.227,0.418,3.574,1.402,0.049,0.212,3.011,0.517,1.237,4.608,1.221,1.6,3.075,8.696,3.884,0.014,13.263,0.582,4.102,0.013,6.649,2.143,1.145,6.123,1.409,4.316,0.613,0.237,0.308,0.439,2.658,2.757,2.477,0.314,0.816,0.142,2.165,0.66,1.355,0.722,0.497,0.371,2.993,0.221,0.063,0.235,3.069,0.304,7.563,0.612,0.079,0.676,0.906,0.513,0.578,0.01,3.298,1.698,0.618,1.918,2.882,0.016,0,1.836,0.597,10.828,0.027,1.145,1.056,0.05,0.282,0.101,1.135,0.267,0,1.451,1.503,3.82,0.763,5.807,8.871,16.023,2.998,1.129,0.549,1.292,0.023,0.01,0.919,0.544,1.086,2.828,0.021,2.277,0.016,2.413,1.59,0.009,0.039,1.96,0.486,0,2.608,4.042,4.016,5.92,0.395,11.373,0.24,8.515
